user_id,final_recs
628,"[9831557, 1065593, 1038217, 1029743, 5569230]"
630,"[1000753, 1065593, 1038217, 862349, 880895]"
631,"[1015751, 879755, 1092026, 899682, 878445]"
632,"[849202, 879755, 1062966, 1029743, 916122]"
633,"[833940, 1085604, 1062966, 8119129, 1046789]"
635,"[848029, 1065593, 970160, 1037863, 1036470]"
636,"[12810391, 868764, 862349, 1096036, 8358933]"
637,"[1039455, 1065593, 1038217, 926905, 1005609]"
638,"[910525, 1065593, 1038217, 1029743, 1059347]"
640,"[849202, 1065593, 1038217, 1106523, 1088414]"
641,"[12731432, 879755, 1062966, 1070820, 1104349]"
643,"[848029, 1065593, 995242, 1037340, 6424472]"
644,"[1014732, 1065593, 1038217, 821083, 995242]"
647,"[1096905, 1065593, 1085604, 951590, 8090536]"
648,"[1112592, 1038217, 981760, 1119051, 1125497]"
650,"[848029, 1065593, 1499569, 1723139, 5978585]"
652,"[848029, 1038217, 832678, 844165, 1065061]"
653,"[930486, 1065593, 879755, 1037840, 995242]"
654,"[864893, 981760, 1085604, 1077555, 937413]"
655,"[6533765, 1065593, 1085604, 1112238, 995242]"
656,"[1082627, 1065593, 1038217, 1106523, 951590]"
658,"[848029, 1065593, 995242, 1068719, 895930]"
659,"[848029, 1065593, 1015508, 1102003, 986727]"
660,"[926884, 1065593, 1038217, 1126899, 971922]"
661,"[1055403, 1065593, 1038217, 1138292, 904359]"
662,"[897808, 1065593, 981760, 983584, 893018]"
663,"[1085346, 1065593, 981760, 908531, 1085604]"
664,"[848029, 1038217, 1039224, 1040371, 1004906]"
665,"[1088771, 1065593, 1038217, 847529, 935460]"
666,"[904997, 1065593, 1038217, 1089066, 972235]"
667,"[848029, 1038217, 995242, 1110975, 1005186]"
668,"[848029, 1065593, 1058997, 923746, 1037332]"
669,"[1119058, 1065593, 1038217, 1126899, 1076580]"
670,"[865907, 1065593, 1038217, 1029743, 840640]"
671,"[847434, 1065593, 879755, 951590, 1029743]"
672,"[970866, 1085604, 1062966, 908531, 1118533]"
673,"[848029, 1065593, 951590, 1080784, 1106523]"
674,"[874972, 1038217, 1085604, 1029743, 845109]"
675,"[6533765, 1065593, 879755, 910673, 981760]"
676,"[1013928, 844165, 1119051, 1095227, 1102959]"
677,"[848029, 1065593, 995242, 5568228, 1004906]"
679,"[973016, 1038217, 1062966, 8090521, 944619]"
680,"[848029, 1038217, 995242, 873627, 930917]"
681,"[1134483, 1065593, 1038217, 850102, 967461]"
684,"[848029, 1065593, 1133018, 5995340, 847982]"
685,"[1129049, 1085604, 1062966, 1097398, 13115971]"
686,"[982469, 1038217, 879755, 823704, 981760]"
687,"[1075514, 1038217, 879755, 951590, 5569230]"
690,"[1088771, 1065593, 879755, 1035698, 1037840]"
692,"[1004436, 1065593, 1038217, 1067443, 862349]"
693,"[849202, 879755, 1062966, 1044188, 1130375]"
694,"[1138423, 1065593, 1038217, 1037840, 844165]"
695,"[904129, 1065593, 879755, 1029743, 835499]"
696,"[7409698, 1065593, 1038217, 1126899, 1048483]"
697,"[1111080, 1065593, 1038217, 1070820, 1106271]"
698,"[848029, 1065593, 879755, 1096036, 844165]"
699,"[829291, 1065593, 1038217, 847066, 1058930]"
700,"[8293437, 1065593, 981760, 1101010, 1021116]"
701,"[13115602, 1065593, 1038217, 913026, 944137]"
702,"[8203946, 879755, 844165, 985605, 1029743]"
703,"[843896, 1065593, 879755, 995242, 5569230]"
705,"[1106872, 1065593, 1038217, 912112, 824073]"
706,"[12810391, 1065593, 1038217, 1029743, 1107973]"
707,"[1110111, 1065593, 879755, 1029743, 7025114]"
708,"[848029, 1065593, 1029743, 7168774, 845208]"
709,"[857014, 893501, 862349, 1085604, 891505]"
710,"[830203, 1065593, 1038217, 1106523, 1110572]"
711,"[848029, 1065593, 1030362, 828393, 975649]"
712,"[904129, 1065593, 879755, 1070820, 1006878]"
713,"[1052294, 1065593, 1038217, 1029743, 841266]"
714,"[1048257, 1065593, 879755, 950368, 1058997]"
715,"[848029, 879755, 995242, 909894, 1093413]"
716,"[848029, 1065593, 1058997, 12263841, 916122]"
717,"[848029, 1065593, 861445, 834458, 1029743]"
718,"[1103808, 879755, 844165, 1029743, 859075]"
719,"[848029, 1065593, 933835, 819978, 895930]"
720,"[1115069, 1065593, 1038217, 1056212, 895268]"
721,"[848029, 1038217, 7168286, 1126899, 9934800]"
722,"[955258, 1065593, 1038217, 1133018, 1077312]"
723,"[848029, 1065593, 862349, 827079, 1043920]"
724,"[8354378, 1065593, 1038217, 1105623, 891752]"
725,"[943275, 1065593, 879755, 1106523, 893501]"
726,"[850134, 1065593, 1038217, 995965, 995242]"
727,"[1038663, 1065593, 1038217, 1106523, 847982]"
728,"[1013928, 1038217, 833025, 1069039, 1102416]"
729,"[848029, 1065593, 1834025, 1987417, 2059946]"
730,"[1101744, 1065593, 1038217, 909894, 1126899]"
731,"[828420, 1038217, 879755, 1029743, 962229]"
732,"[904997, 1065593, 1038217, 916122, 1038684]"
733,"[1110111, 1065593, 1038217, 7443137, 1042942]"
734,"[12262830, 1065593, 1038217, 995242, 1110142]"
735,"[7155012, 1065593, 1038217, 1106523, 981760]"
736,"[886451, 1065593, 1038217, 1029743, 918684]"
737,"[848029, 1065593, 1058997, 925112, 1024306]"
740,"[848029, 1065593, 1099945, 995242, 1026094]"
741,"[848029, 1065593, 1038217, 903738, 916122]"
742,"[848029, 1062966, 879755, 1106523, 940024]"
743,"[5588365, 1038217, 981760, 1106523, 1121808]"
744,"[970747, 1065593, 1038217, 862349, 1051323]"
745,"[848029, 1038217, 8203451, 854754, 1109014]"
747,"[848029, 1038217, 1058997, 1021715, 909894]"
750,"[848029, 1065593, 13212967, 965766, 844165]"
751,"[848029, 1065593, 1029685, 879755, 1054216]"
752,"[874972, 1038217, 879755, 986912, 1005186]"
753,"[848029, 879755, 847207, 981760, 1000908]"
754,"[887745, 1065593, 1038217, 1016785, 1049084]"
755,"[6979253, 1065593, 1038217, 279994, 1063207]"
756,"[848029, 1065593, 995242, 997988, 981760]"
757,"[848029, 1065593, 1038217, 5569471, 960199]"
758,"[848029, 1065593, 1029743, 981760, 951590]"
759,"[832968, 1065593, 1038217, 986912, 894451]"
761,"[5586225, 1065593, 1038217, 1106523, 905072]"
762,"[1074775, 879755, 1062966, 1091365, 986912]"
764,"[1012514, 1065593, 1038217, 1028422, 1029743]"
765,"[848029, 1038217, 1106523, 1126895, 1003133]"
766,"[929248, 879755, 1062966, 901062, 916990]"
767,"[848029, 1065593, 1042571, 999198, 6979005]"
768,"[863436, 879755, 833025, 1029743, 834117]"
769,"[848029, 879755, 1106523, 1065593, 1102959]"
770,"[848029, 1038217, 879755, 5569230, 859075]"
771,"[1108094, 879755, 1062966, 968936, 940947]"
772,"[848029, 1065593, 1313189, 1029743, 981760]"
773,"[848029, 1065593, 1038217, 835973, 6548453]"
774,"[848029, 1065593, 936924, 839419, 844179]"
776,"[826666, 1065593, 1038217, 1029743, 901762]"
777,"[848029, 1038217, 1072206, 1059823, 12781564]"
779,"[1032967, 1065593, 1038217, 1057260, 1102959]"
780,"[848029, 1065593, 1077409, 1044275, 1092264]"
781,"[5578437, 1065593, 1038217, 926065, 986939]"
782,"[836445, 1038217, 879755, 5568378, 1106523]"
784,"[898829, 1065593, 1038217, 5569230, 1081177]"
785,"[870452, 1065593, 981760, 1121624, 1037332]"
786,"[1065538, 1038217, 879755, 5569230, 1106523]"
787,"[857538, 1065593, 1038217, 1079528, 1082212]"
788,"[6533765, 1085604, 1062966, 996425, 1043590]"
789,"[848029, 1065593, 1137771, 883003, 981760]"
790,"[15717150, 1065593, 1038217, 9297055, 5570406]"
792,"[848029, 1065593, 1034462, 976199, 5568378]"
793,"[848029, 1065593, 995242, 8090545, 1118046]"
794,"[950638, 879755, 1062966, 865026, 959455]"
795,"[848029, 1065593, 1029743, 1044078, 956125]"
796,"[848029, 1065593, 969866, 862349, 993638]"
797,"[945339, 1065593, 1038217, 1029743, 1039672]"
798,"[9655679, 1065593, 1038217, 5572828, 9338009]"
799,"[848029, 879755, 1058997, 1050851, 860975]"
800,"[5590965, 1038217, 879755, 995965, 9677236]"
801,"[909497, 1065593, 1038217, 873178, 981760]"
802,"[1118946, 1065593, 1038217, 1005186, 986912]"
803,"[969725, 879755, 1062966, 969866, 884089]"
804,"[5567715, 893501, 1119051, 1029743, 943233]"
805,"[1038663, 1085604, 833025, 870547, 923746]"
806,"[956599, 1065593, 879755, 1029743, 868539]"
807,"[865671, 1065593, 1038217, 1029743, 908531]"
808,"[848029, 1038217, 1029743, 879755, 908318]"
809,"[848029, 1065593, 862349, 1005186, 1059527]"
811,"[848029, 1065593, 1029743, 1006184, 6979030]"
812,"[848029, 1065593, 879755, 926307, 986912]"
813,"[874972, 1065593, 1038217, 6534030, 903325]"
814,"[848029, 1065593, 854405, 832492, 907631]"
816,"[1088910, 1065593, 1038217, 995242, 5565925]"
817,"[933354, 1038217, 879755, 1070820, 981760]"
818,"[6919087, 1065593, 1038217, 1029743, 9297191]"
820,"[852015, 1038217, 879755, 8090509, 1106523]"
822,"[906335, 1065593, 1038217, 1005186, 917407]"
823,"[1118946, 1065593, 1038217, 873964, 1018007]"
824,"[901067, 1038217, 879755, 1106523, 1086061]"
825,"[1000753, 1065593, 1038217, 1058997, 854852]"
826,"[848029, 1065593, 986869, 961620, 943833]"
829,"[848029, 1065593, 995242, 1018740, 960791]"
831,"[937210, 1065593, 1038217, 951590, 995242]"
832,"[1134483, 1065593, 1038217, 1106523, 918441]"
836,"[878715, 1065593, 1038217, 916993, 851287]"
838,"[848029, 1065593, 1022801, 844179, 1044078]"
839,"[848029, 1065593, 888092, 1029743, 981760]"
840,"[9553017, 1065593, 1038217, 1029743, 1090884]"
841,"[852015, 1065593, 1062966, 908531, 1106523]"
842,"[6533765, 893501, 1119051, 1005186, 1037840]"
843,"[8116306, 1085604, 833025, 1081177, 1035207]"
844,"[1014689, 1065593, 1038217, 1127831, 1026118]"
845,"[850391, 1038217, 981760, 8090533, 885290]"
846,"[829291, 1038217, 879755, 8090521, 1028747]"
847,"[848029, 1065593, 1005274, 1001827, 12330606]"
849,"[1072524, 1065593, 1038217, 855202, 1028816]"
850,"[848029, 1065593, 995242, 845109, 981760]"
851,"[848029, 1065593, 861445, 1036501, 1079023]"
852,"[1125837, 1065593, 1038217, 1126899, 1103096]"
853,"[9859017, 1065593, 1038217, 6904485, 991639]"
854,"[848029, 1065593, 945998, 899624, 9575543]"
855,"[1021324, 1065593, 1038217, 1029743, 916993]"
856,"[1012514, 1038217, 879755, 8180927, 990797]"
857,"[6979435, 1038217, 879755, 5569230, 868548]"
858,"[848029, 1065593, 1070820, 910473, 1092026]"
859,"[874972, 1038217, 879755, 1075368, 5569471]"
860,"[848029, 1065593, 1107553, 1029743, 965766]"
861,"[836445, 1065593, 1038217, 899624, 5585510]"
862,"[1038663, 1038217, 879755, 987562, 1068719]"
863,"[16097610, 1065593, 1038217, 1029743, 1005186]"
864,"[1065538, 1065593, 879755, 1029743, 8090521]"
865,"[1038663, 1065593, 981760, 1106523, 1036347]"
866,"[875647, 1065593, 1085604, 1106523, 870547]"
867,"[1134483, 981760, 879755, 983584, 1133018]"
868,"[1079913, 1065593, 1038217, 5569471, 856942]"
869,"[848029, 1065593, 5592931, 1136016, 834962]"
871,"[878715, 1065593, 1038217, 897083, 866211]"
873,"[848029, 879755, 1029743, 845109, 960999]"
875,"[848029, 879755, 1126899, 947875, 842499]"
876,"[1083813, 1038217, 981760, 12782182, 916993]"
877,"[998879, 1065593, 1038217, 981760, 10456152]"
878,"[6533765, 833025, 893501, 947798, 1106523]"
879,"[8159366, 1065593, 1038217, 903325, 862682]"
880,"[848029, 1065593, 866211, 1029743, 981760]"
881,"[904129, 1085604, 1062966, 1029743, 9884698]"
882,"[970866, 1038217, 879755, 1029743, 8090521]"
883,"[1057749, 1065593, 1038217, 9420181, 1005274]"
884,"[974156, 1038217, 981760, 1085604, 1015539]"
885,"[13115442, 1065593, 1038217, 1106523, 925626]"
886,"[863762, 1065593, 1038217, 868764, 1070820]"
887,"[848029, 1065593, 1130716, 988208, 1110843]"
888,"[1112242, 1065593, 879755, 1131382, 961554]"
889,"[949030, 981760, 879755, 1127831, 9553335]"
891,"[836445, 1065593, 1038217, 866211, 861445]"
893,"[874972, 879755, 1062966, 1106523, 872137]"
894,"[848029, 1065593, 1138631, 825541, 1051516]"
895,"[13159156, 1065593, 1038217, 7024847, 9829205]"
896,"[948670, 1065593, 879755, 908531, 1126899]"
897,"[928263, 1065593, 1038217, 1079528, 1070820]"
898,"[924642, 1065593, 1038217, 1028816, 1057260]"
899,"[848029, 1065593, 844179, 1029743, 981760]"
900,"[972418, 879755, 1062966, 986912, 1126045]"
901,"[848029, 879755, 1062966, 937566, 899624]"
903,"[945511, 1065593, 1038217, 6034857, 878996]"
904,"[836445, 1065593, 1038217, 891505, 966684]"
905,"[1024136, 1065593, 1038217, 916122, 1093571]"
906,"[917384, 1065593, 1038217, 860703, 1127758]"
907,"[848029, 1065593, 986912, 950550, 925449]"
908,"[1000753, 1065593, 1038217, 1057260, 1070820]"
909,"[901772, 1038217, 1062966, 995242, 9935616]"
910,"[848029, 1065593, 7409670, 7409664, 8119103]"
911,"[1111035, 1065593, 1038217, 901062, 5563693]"
913,"[1032967, 1065593, 1038217, 1093490, 1134810]"
914,"[1138243, 1065593, 1038217, 1073150, 1005186]"
915,"[848029, 1065593, 1036753, 1057260, 910439]"
916,"[6961601, 1038217, 879755, 901557, 715278]"
919,"[848029, 1038217, 6391532, 1029743, 1065593]"
920,"[982469, 879755, 1062966, 1106523, 1092026]"
922,"[1075353, 1065593, 1038217, 1058997, 1058404]"
923,"[883819, 1065593, 1038217, 1014948, 6533765]"
924,"[849202, 1065593, 1038217, 1029743, 1075470]"
925,"[848029, 1065593, 1089564, 862349, 968936]"
926,"[948670, 1065593, 1038217, 956813, 903325]"
927,"[848029, 1065593, 1058997, 1127831, 965267]"
928,"[6961519, 1065593, 1038217, 1092303, 1029743]"
929,"[1094781, 1038217, 916381, 845193, 862349]"
931,"[883819, 1065593, 879755, 951590, 866043]"
932,"[982469, 1038217, 1085604, 844165, 8090537]"
933,"[6533765, 1065593, 879755, 1106523, 5569327]"
934,"[904997, 879755, 1062966, 1133018, 1088147]"
935,"[9396688, 1065593, 981760, 1132771, 1056746]"
936,"[9885567, 1062966, 893501, 962229, 908531]"
937,"[860248, 1065593, 1038217, 1126899, 981760]"
938,"[1025346, 879755, 1062966, 960421, 940947]"
939,"[863762, 879755, 844165, 1106523, 13841744]"
940,"[12781924, 981760, 1062966, 1019637, 869895]"
941,"[1098285, 1065593, 1038217, 938849, 1005186]"
942,"[1106551, 879755, 1062966, 1015539, 1029743]"
943,"[6533765, 879755, 833025, 5592931, 1053690]"
944,"[848029, 1065593, 1106523, 1101010, 1132771]"
945,"[848029, 1065593, 1038217, 951590, 1043751]"
946,"[874972, 1085604, 833025, 1133018, 1093413]"
947,"[1117723, 1065593, 1038217, 1134296, 895930]"
949,"[848029, 1065593, 981760, 1029743, 971922]"
951,"[1010167, 1065593, 1038217, 1029743, 981760]"
952,"[849202, 981760, 879755, 1003188, 862349]"
953,"[848029, 1065593, 1029743, 981760, 6034857]"
954,"[848029, 1065593, 5978585, 1463619, 1511781]"
955,"[6533765, 1065593, 879755, 1106523, 995876]"
956,"[874972, 1065593, 1038217, 1070820, 955858]"
957,"[6533765, 1062966, 833025, 14019790, 943522]"
959,"[1118623, 1065593, 1038217, 1029272, 918150]"
960,"[6979437, 1065593, 1038217, 886395, 1030406]"
961,"[1119993, 1065593, 1038217, 1085604, 986912]"
962,"[5590765, 1038217, 879755, 8014645, 995242]"
964,"[826666, 1085604, 833025, 1106523, 8090537]"
965,"[852015, 1065593, 981760, 844179, 8090537]"
966,"[848029, 1065593, 922535, 1074754, 1029743]"
968,"[1108094, 879755, 916381, 1075368, 965797]"
970,"[1103808, 1065593, 1038217, 1122568, 934369]"
971,"[906844, 879755, 1092026, 1075368, 995242]"
972,"[5590765, 1065593, 1038217, 6632283, 862349]"
973,"[9837365, 1065593, 1038217, 1000542, 921406]"
974,"[5995129, 1065593, 1038217, 944137, 846764]"
975,"[959737, 1065593, 1038217, 5569471, 5569327]"
976,"[848798, 1065593, 1038217, 1127831, 1058997]"
977,"[848029, 1065593, 862349, 1005186, 893501]"
978,"[13987010, 1065593, 1038217, 1070820, 1127831]"
979,"[874972, 1038217, 981760, 1029743, 1042702]"
980,"[841236, 1065593, 1038217, 912999, 1106523]"
981,"[848029, 1065593, 995242, 5582712, 8290421]"
982,"[1038663, 1085604, 1062966, 5563693, 9677202]"
983,"[879734, 1065593, 1038217, 1029743, 834117]"
984,"[886991, 1065593, 1038217, 903325, 1133018]"
985,"[848029, 1038217, 1029743, 901062, 962568]"
986,"[1004436, 1038217, 879755, 1116635, 1029743]"
987,"[849202, 1065593, 1038217, 1070820, 1085604]"
988,"[970866, 844165, 1119051, 1070820, 981760]"
989,"[848029, 1085604, 1092026, 1029743, 1031864]"
992,"[827939, 1065593, 1038217, 1005186, 5567319]"
993,"[857550, 1038217, 879755, 8293439, 1024306]"
994,"[948239, 1065593, 1038217, 958137, 1029743]"
996,"[948670, 1065593, 879755, 1133018, 854852]"
998,"[1000753, 893501, 1119051, 8090521, 1085604]"
999,"[7169261, 1038217, 981760, 1029743, 983584]"
1000,"[9677366, 1065593, 1038217, 12427353, 1076065]"
1001,"[1083599, 1065593, 1038217, 997987, 1090252]"
1002,"[837569, 1065593, 981760, 1120532, 878636]"
1004,"[899019, 1065593, 1038217, 995242, 956672]"
1005,"[12731685, 1038217, 879755, 847982, 921744]"
1006,"[848029, 1065593, 5569471, 1029743, 981760]"
1007,"[848029, 1038217, 1029743, 908531, 992622]"
1008,"[848029, 1038217, 910473, 1096036, 1065593]"
1010,"[906335, 1065593, 981760, 862349, 10284966]"
1011,"[1095964, 1065593, 1038217, 1029605, 951412]"
1014,"[6533765, 879755, 833025, 981760, 923746]"
1015,"[942565, 1065593, 981760, 1037332, 857503]"
1016,"[1110111, 1065593, 1038217, 1126899, 866211]"
1017,"[5566398, 1038217, 1085604, 8090537, 1102829]"
1018,"[1034176, 1065593, 1038217, 1070820, 951590]"
1019,"[970152, 1038217, 879755, 1028816, 819840]"
1020,"[904129, 1038217, 879755, 1070820, 833724]"
1021,"[13417853, 1085604, 1062966, 1029743, 10344971]"
1023,"[926884, 1065593, 879755, 9859182, 963835]"
1024,"[1008288, 893501, 1119051, 1097001, 1106523]"
1025,"[12810389, 1065593, 981760, 1106523, 8090537]"
1027,"[12731660, 1065593, 879755, 1132771, 981760]"
1029,"[1048257, 1065593, 879755, 896666, 964521]"
1030,"[848029, 1065593, 9487769, 987218, 934399]"
1032,"[6979241, 1065593, 1038217, 62804, 173374]"
1033,"[1065538, 1065593, 1038217, 923746, 987562]"
1034,"[848029, 1065593, 1126899, 934639, 837669]"
1036,"[836445, 1065593, 1038217, 1067695, 1082212]"
1037,"[848029, 1065593, 862349, 933102, 916654]"
1039,"[1021324, 1065593, 1038217, 9419422, 938512]"
1040,"[1077845, 1065593, 1038217, 910473, 1075368]"
1041,"[852015, 879755, 1062966, 1106523, 845163]"
1042,"[948670, 1038217, 879755, 862349, 1036501]"
1045,"[1112593, 1038217, 879755, 908531, 862349]"
1046,"[1046562, 1065593, 1038217, 1005186, 6034857]"
1047,"[12484491, 1065593, 1085604, 847982, 1029743]"
1048,"[948670, 1065593, 1038217, 1058997, 916993]"
1049,"[1000753, 1065593, 1038217, 1005186, 913210]"
1050,"[5590965, 1065593, 833025, 1106523, 972312]"
1051,"[906631, 1065593, 1038217, 762311, 6534578]"
1053,"[1133999, 1038217, 981760, 1005186, 835279]"
1054,"[6979415, 1038217, 981760, 8090532, 1029743]"
1055,"[848029, 1065593, 1029743, 6533936, 1135834]"
1056,"[1075765, 879755, 833025, 951590, 8014465]"
1057,"[835861, 1038217, 981760, 916990, 1117219]"
1058,"[6533765, 1038217, 893501, 918046, 1082310]"
1060,"[874972, 1065593, 1038217, 951590, 827656]"
1061,"[1038663, 1038217, 893501, 875089, 859075]"
1062,"[848029, 879755, 1127624, 1069621, 1096036]"
1064,"[848029, 1038217, 862349, 985699, 833025]"
1065,"[873023, 1065593, 879755, 951590, 926905]"
1066,"[1126465, 879755, 1062966, 986912, 1133018]"
1067,"[974156, 1065593, 879755, 1029743, 8090532]"
1068,"[1103808, 981760, 879755, 987562, 919948]"
1069,"[904129, 1065593, 1038217, 995242, 923314]"
1070,"[848029, 1065593, 1029743, 1102959, 8293439]"
1071,"[848029, 1038217, 995242, 1085604, 1082454]"
1072,"[6533765, 833025, 893501, 907662, 10149656]"
1073,"[848029, 1065593, 1058997, 1013597, 885356]"
1074,"[874972, 1065593, 1038217, 995242, 990656]"
1075,"[6533765, 1065593, 1038217, 938554, 1139303]"
1076,"[1034176, 1065593, 1038217, 8090521, 953561]"
1077,"[848029, 1065593, 891632, 1045659, 1099503]"
1078,"[1020208, 1065593, 1038217, 1126899, 1026118]"
1079,"[6533765, 1065593, 1038217, 1093603, 8090956]"
1080,"[866548, 1065593, 879755, 949023, 8090537]"
1081,"[9858652, 1065593, 1038217, 981760, 899624]"
1082,"[917384, 1038217, 879755, 1133018, 908531]"
1083,"[908843, 1065593, 1038217, 6391501, 8065410]"
1084,"[848029, 1065593, 967395, 951590, 1122358]"
1085,"[874972, 1038217, 879755, 1029743, 1105623]"
1086,"[848029, 1065593, 1008074, 1126895, 1138443]"
1088,"[6533765, 1038217, 981760, 1045478, 1066289]"
1089,"[982469, 1065593, 1038217, 947798, 5568721]"
1091,"[1021324, 1065593, 879755, 1029743, 5569230]"
1092,"[1098025, 1038217, 879755, 859075, 1067779]"
1093,"[904129, 1065593, 879755, 844165, 1013407]"
1094,"[899019, 1065593, 1038217, 1029743, 933835]"
1095,"[1054432, 1065593, 1038217, 835841, 5578547]"
1096,"[848029, 1065593, 6773232, 1026118, 1037863]"
1097,"[851066, 1065593, 1038217, 8090440, 948298]"
1098,"[864893, 1038217, 879755, 5585510, 908531]"
1099,"[826666, 1065593, 1038217, 8090521, 905978]"
1100,"[848029, 1065593, 1085604, 1029743, 981760]"
1101,"[848029, 1065593, 1110572, 1029743, 981760]"
1102,"[943320, 1065593, 1038217, 1029743, 1023720]"
1103,"[12172071, 1065593, 1038217, 1126899, 1039156]"
1104,"[867447, 1065593, 1038217, 5571261, 901460]"
1105,"[848029, 1065593, 1029743, 981760, 951590]"
1106,"[5570351, 1065593, 1038217, 12757316, 868764]"
1107,"[848029, 1065593, 965766, 869573, 15686674]"
1109,"[948670, 1038217, 879755, 862349, 854852]"
1110,"[1775642, 1065593, 1062966, 1070820, 854852]"
1111,"[1021324, 833025, 1092026, 1106523, 887219]"
1112,"[848029, 1065593, 1075368, 972445, 951141]"
1113,"[1075353, 1065593, 1038217, 1126899, 916122]"
1114,"[848029, 1065593, 1044078, 1060673, 934676]"
1116,"[848029, 1065593, 8090521, 1085604, 907631]"
1117,"[866548, 1038217, 1062966, 1106523, 1053690]"
1119,"[897808, 1038217, 879755, 995242, 1077555]"
1121,"[848029, 1065593, 962229, 1092937, 1070820]"
1123,"[5570398, 1065593, 1038217, 962229, 981760]"
1125,"[848029, 1038217, 906636, 13416072, 6773173]"
1126,"[826666, 1065593, 879755, 1126899, 1082172]"
1127,"[848029, 1065593, 1038217, 5569230, 1029743]"
1128,"[911778, 1065593, 1038217, 1119051, 1081177]"
1129,"[12351932, 1065593, 1038217, 1096355, 1094924]"
1130,"[8116306, 1065593, 833025, 1133018, 1093413]"
1131,"[864893, 879755, 1062966, 950206, 10285003]"
1133,"[848029, 1065593, 1029743, 981760, 930118]"
1134,"[831407, 1065593, 1038217, 1106523, 981591]"
1135,"[848029, 1065593, 1029743, 981760, 893018]"
1136,"[9835223, 879755, 844165, 847982, 1101173]"
1137,"[924667, 1038217, 879755, 935527, 995242]"
1138,"[12484491, 1065593, 981760, 909396, 941515]"
1140,"[12808385, 1065593, 1038217, 1085604, 1081177]"
1141,"[848029, 1038217, 1029743, 1056509, 1011572]"
1142,"[878715, 879755, 1062966, 1067695, 882826]"
1143,"[848029, 1065593, 5569230, 1029743, 981760]"
1145,"[1132204, 1038217, 879755, 1106523, 1112754]"
1146,"[858418, 1065593, 833025, 962967, 959985]"
1147,"[969725, 1065593, 981760, 1106523, 1016800]"
1148,"[848029, 1065593, 871754, 1113780, 1029743]"
1149,"[950638, 1065593, 1038217, 848071, 857006]"
1151,"[982469, 1065593, 1038217, 13189919, 923746]"
1152,"[1110111, 1065593, 981760, 1005186, 951590]"
1154,"[924006, 1065593, 879755, 1053690, 841365]"
1155,"[844462, 1065593, 1038217, 1016800, 908531]"
1156,"[848029, 1065593, 1007136, 1065167, 1011457]"
1157,"[5588139, 1065593, 1038217, 1077048, 855138]"
1158,"[948670, 1038217, 1085604, 1049735, 1133018]"
1159,"[838719, 1038217, 879755, 6391080, 5585510]"
1160,"[6533765, 1038217, 879755, 1133018, 1029624]"
1163,"[9522059, 1065593, 1038217, 995242, 12263788]"
1164,"[925516, 1065593, 1038217, 1070820, 1098892]"
1165,"[879734, 1038217, 981760, 5569471, 1065593]"
1166,"[5566800, 1065593, 981760, 1029743, 1039156]"
1167,"[7410087, 1038217, 879755, 1070820, 1062002]"
1168,"[1055044, 1065593, 1038217, 908531, 918372]"
1169,"[1038663, 1065593, 1038217, 844165, 1004950]"
1170,"[848029, 1065593, 1029743, 981760, 951590]"
1172,"[1038663, 1038217, 879755, 963686, 995242]"
1173,"[6533765, 1065593, 1038217, 5569471, 13511822]"
1174,"[844462, 1065593, 1038217, 1063207, 1068719]"
1175,"[1053022, 1065593, 1038217, 8066803, 963365]"
1177,"[848029, 1065593, 1062002, 981760, 1054957]"
1178,"[891901, 1065593, 1038217, 992622, 995242]"
1179,"[12262978, 1038217, 1085604, 962229, 908531]"
1180,"[6533765, 879755, 1062966, 923746, 858302]"
1181,"[1038663, 1038217, 879755, 995242, 908531]"
1182,"[848029, 1065593, 43020, 842392, 1044078]"
1185,"[1013928, 1065593, 981760, 1106523, 1038217]"
1186,"[8249140, 1065593, 981760, 5578547, 6034577]"
1187,"[8116306, 1065593, 1038217, 1038462, 910673]"
1188,"[10285364, 879755, 833025, 1133018, 911502]"
1189,"[904997, 1065593, 1038217, 1106523, 1115295]"
1190,"[928263, 1065593, 1038217, 8090537, 9655483]"
1191,"[874972, 1065593, 1038217, 5569230, 951590]"
1192,"[848029, 1038217, 1133018, 851676, 911703]"
1193,"[1013928, 879755, 833025, 8090537, 913210]"
1194,"[849202, 1038217, 879755, 1005186, 995242]"
1195,"[848029, 1065593, 1075368, 995242, 8090521]"
1196,"[1070736, 1065593, 1038217, 901062, 873627]"
1197,"[1092750, 1065593, 879755, 1029743, 8090521]"
1198,"[874972, 1065593, 1038217, 915064, 879506]"
1201,"[848029, 1038217, 8090537, 1056509, 1075793]"
1202,"[848029, 1065593, 6424447, 9925966, 845208]"
1203,"[1069506, 1038217, 1085604, 1106523, 900697]"
1204,"[852015, 1065593, 879755, 1106523, 987562]"
1205,"[874972, 893501, 1119051, 1029743, 1072086]"
1206,"[1134483, 879755, 868764, 1106523, 918335]"
1207,"[874972, 879755, 1062966, 1065593, 967395]"
1208,"[10198378, 981760, 879755, 1031316, 1114653]"
1209,"[848029, 1065593, 7115628, 1117758, 891520]"
1211,"[977927, 1065593, 1038217, 879504, 9396705]"
1213,"[848029, 1065593, 1098126, 1077224, 1135681]"
1215,"[848029, 1065593, 866211, 1027835, 981760]"
1216,"[969725, 879755, 1062966, 995242, 999625]"
1217,"[1012514, 1065593, 1038217, 962229, 1106301]"
1218,"[959737, 1038217, 879755, 1070820, 1127831]"
